Main ID,Incident ID,Incident Type,,Region of Incident,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Location of death,Information Source,Coordinates,Longitude ,Latitude ,UNSD Geographical Grouping,Article title,Source Quality,URL
2019.MMP01532,2019.MMP01532,Incident,,North America,2019,October,1,,1,,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Hospital in Tubac, Santa Cruz County, Arizona - soon after being apprehended after crossing the US-Mexico border","US Border Patrol, Pima County Office of the Medical Examiner",POINT (-111.01434 31.48776),-111.01434,31.48776,Northern America,Woman Passes Away in Arizona Hospital,5,https://bit.ly/2MWwM52 http://www.humaneborders.info/app/mapa.asp
2019.MMP01541,2019.MMP01541,Incident,,North America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.066944 31.840278),-112.066944,31.840278,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01544,2019.MMP01544,Incident,,Central America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Calle Galeana, Matamoros, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-97.4946834 25.8672921),-97.4946834,25.8672921,Central America,Encuentran cuerpo de hombre presuntamente ahogado en Matamoros,1,https://bit.ly/36H7yz8
2019.MMP01564,2019.MMP01564,Incident,,Central America,2019,November,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Guardados de Arriba, Ciudad Miguel Alemán, Tamaulipas, Mexico","El Mañana, Hoy Tamaulipas",POINT (-99.027867665 26.408847191),-99.02786767,26.40884719,Central America,Flota cuerpo de ahogado,3,https://bit.ly/2Ckr2vD https://bit.ly/2NpO5vy
2019.MMP01597,2019.MMP01597,Incident,,North America,2019,November,1,,1,,,1,,Central America,Mixed or unknown,"Body recovered on a ranch,  east side of Brooks County, Texas about 80 miles north of the Mexican border, USA",BREITBART,POINT (-98.2429794 27.0387839),-98.2429794,27.0387839,Northern America,Mexican Migrant Found Dead on Texas Ranch 80 Miles from Border,1,https://bit.ly/2s2COJf
2019.MMP01607,2019.MMP01607,Incident,,North America,2019,November,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Road 2644 in Maverick County, Texas, USA","Eagle Pass Texas News, Periódico Correo",POINT (-100.2151578 28.7974674),-100.2151578,28.7974674,Northern America,Hallan muerto a un ilegal de Guanajuato,3,https://bit.ly/33b37JT https://bit.ly/2O5F5Mk
2019.MMP01608,2019.MMP01608,Incident,,North America,2019,November,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Ranch near Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,POINT (-98.1330806 27.2267642),-98.1330806,27.2267642,Northern America,Migrant’s Skeletal Remains Found on Texas Ranch 80 Miles from Border,1,http://bit.ly/372sFw4
2019.MMP01613,2019.MMP01613,Incident,,North America,2019,November,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.45592 32.29266),-111.45592,32.29266,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01614,2019.MMP01614,Incident,,North America,2019,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.69825 31.9686),-112.69825,31.9686,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01620,2019.MMP01620,Incident,,North America,2019,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Body found near Inspiration Road, Mission, Hidalgo County, Texas, USA","Telemundo40, KRGV",POINT (-98.3396799 26.276297),-98.3396799,26.276297,Northern America,Patrulla Fronteriza encuentra cadáver de posible migrante,3,https://bit.ly/35kaTCT https://bit.ly/2XAF0Dt
2019.MMP01627,2019.MMP01627,Incident,,North America,2019,November,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.98709 32.1748),-112.98709,32.1748,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01628,2019.MMP01628,Incident,,North America,2019,November,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.99142 32.19423),-112.99142,32.19423,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01644,2019.MMP01644,Incident,,North America,2019,November,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.14618 32.39445),-113.14618,32.39445,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01645,2019.MMP01645,Incident,,North America,2019,November,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"All American Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,POINT (-115.428030167 32.670748604),-115.4280302,32.6707486,Northern America,,5,
2019.MMP01660,2019.MMP01660,Incident,,North America,2019,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.822433 31.822433),-111.822433,31.822433,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01673,2019.MMP01673,Incident,,North America,2019,November,1,,1,,,1,,Central America,Mixed or unknown,Skeletal remains recovered on a Texas ranch about 80 miles from the US- Mexican border,BREITBART,POINT (-99.9016414 31.9675919),-99.9016414,31.9675919,Northern America,Skeletal Remains of Migrant found in Texas — 80 Miles from Border,1,https://bit.ly/35W2eqt
2019.MMP01703,2019.MMP01703,Incident,,North America,2019,November,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.892367 31.846367),-111.892367,31.846367,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01708,2019.MMP01708,Incident,,North America,2019,November,1,,1,,1,,,Central America,Sickness / lack of access to adequate healthcare,"Recovered on a ranch in Brooks County, Texas, USA",Breitbart Texas,POINT (-98.231694303 27.145345722),-98.2316943,27.14534572,Northern America,Migrant Woman Dies on Texas Ranch 80 Miles from Mexican Border,1,https://bit.ly/2MSdsFm
2019.MMP01713,2019.MMP01713,Incident,,Central America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near La Playita, Ejido Reynosa Díaz, Reynosa, Tamaulipas, Mexico","La Tarde, El Mañana",POINT (-98.2885714 26.0360515),-98.2885714,26.0360515,Central America,Rescatan cadáver del Bravo,3,http://bit.ly/38ihiAW http://bit.ly/2PeMeZV
2019.MMP01720,2019.MMP01720,Incident,,North America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.15306 31.55379),-111.15306,31.55379,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01723,2019.MMP01723,Incident,,North America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.139717 32.3953),-113.139717,32.3953,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01724,2019.MMP01724,Incident,,North America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.139717 32.3953),-113.139717,32.3953,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01725,2019.MMP01725,Incident,,North America,2019,December,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.41795 31.7061),-111.41795,31.7061,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01747,2019.MMP01747,Incident,,North America,2019,December,1,,1,,1,,1,Central America,Sickness / lack of access to adequate healthcare,"Providence Children's Hospital, El Paso, Texas (girl was apparently ill when apprehended by US Border Patrol on 6 December 2019)","Washington Post, CNN, El Paso Times",POINT (-106.5001332 31.7710272),-106.5001332,31.7710272,Northern America,"7-year-old migrant girl taken into Border Patrol custody dies of dehydration, exhaustion
",3,https://wapo.st/35q7tix
2019.MMP01760,2019.MMP01760,Incident,,North America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.28033 32.27454),-113.28033,32.27454,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01761,2019.MMP01761,Incident,,North America,2019,December,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.27757 32.25981),-113.27757,32.25981,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01762,2019.MMP01762,Incident,,North America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.17062 32.41635),-113.17062,32.41635,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01763,2019.MMP01763,Incident,,North America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.20544 32.41371),-113.20544,32.41371,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01801,2019.MMP01801,Incident,,North America,2019,December,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.17123 32.029),-112.17123,32.029,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01807,2019.MMP01807,Incident,,North America,2019,December,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.517477 32.351832),-111.517477,32.351832,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01811,2019.MMP01811,Cumulative Incident,,North America,2019,December,84,,84,,,,,Latin America / Caribbean (P),Mixed or unknown,"Cumulative total for Webb County Medical Examiner Jurisdiction, Texas",Webb County Medical Examiner’s Office,POINT (-99.4284852 27.5313645),-99.4284852,27.5313645,Northern America,,5,http://bit.ly/35rRsYn
2019.MMP01835,2019.MMP01835,Incident,,North America,2019,December,1,,1,,1,,,Middle Africa,Sickness / lack of access to adequate healthcare,"Laredo Medical Center in Laredo, Webb County, Texas, USA - a day after crossing the border at the Gateway for the Americas Bridge in Laredo",US Border Patrol,POINT (-99.47808 27.53305),-99.47808,27.53305,Northern America,Statement on Death of Congolese National in Laredo,5,http://bit.ly/2G89GEk
2019.MMP01847,2019.MMP01847,Incident,,North America,2019,December,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.9679 32.07991),-111.9679,32.07991,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01856,2019.MMP01856,Cumulative Incident,,North America,2019,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Unspecified location in Jeff Davis County, Texas, USA",Jeff Davis County Sheriff's Office,POINT (-104.38260596 30.578414945),-104.382606,30.57841495,Northern America,,5,
2019.MMP01857,2019.MMP01857,Incident,,North America,2019,December,2,,2,,,,,Latin America / Caribbean (P),Mixed or unknown,"Unspecified location in Brewster County, Texas, USA",Brewster County Sheriff's Office,POINT (-103.3587288 29.6629938),-103.3587288,29.6629938,Northern America,,5,
2019.MMP01858,2019.MMP01858,Incident,,North America,2019,December,10,,10,,,,,Latin America / Caribbean (P),Mixed or unknown,"Yuma County, Arizona, USA",Yuma County Office of the Medical Examiner,POINT (-114.6276916 32.6926512),-114.6276916,32.6926512,Northern America,,5,
2020.MMP00005,2020.MMP00005,Incident,,North America,2020,January,1,,1,,,1,,Southern Africa,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.33691 32.35061),-112.33691,32.35061,Northern America,,5,https://humaneborders.info/app/mapa.asp
2020.MMP00006,2020.MMP00006,Incident,,North America,2020,January,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.11031 32.44845),-113.11031,32.44845,Northern America,,5,https://humaneborders.info/app/mapa.asp
2020.MMP00011,2020.MMP00011,Incident,,North America,2020,January,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.255983 32.4147),-113.255983,32.4147,Northern America,,5,https://humaneborders.info/app/mapa.asp
2020.MMP00012,2020.MMP00012,Incident,,North America,2020,January,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.4881 31.969466),-110.4881,31.969466,Northern America,,5,https://humaneborders.info/app/mapa.asp
2020.MMP00017,2020.MMP00017,Incident,,Central America,2020,January,1,,1,1,,1,,Central America,Drowning,"Río Bravo, near Colonia Santa Martha, Ciudad Acuña, Coahuila, Mexico","Zócalo, La Rancherita del Aire, Instituto Nacional de Migración (Grupos Beta)",POINT (-100.9031437 29.31140448),-100.9031437,29.31140448,Central America,Buscan en el río Bravo cuerpo de ahogado,5,http://bit.ly/36VxerF
2020.MMP00025,2020.MMP00025,Incident,,North America,2020,January,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.60035 31.751483),-111.60035,31.751483,Northern America,,5,https://humaneborders.info/app/mapa.asp
2020.MMP00029,2020.MMP00029,Incident,,North America,2020,January,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.08075 32.047117),-112.08075,32.047117,Northern America,,5,https://humaneborders.info/app/mapa.asp
