"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident year","Reported Month","Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Migration route","Location of death","Information Source",Coordinates,"UNSD Geographical Grouping","Article title","Source Quality",URL
2019.MMP00402,2019.MMP00402,Incident,"North America",2019-04-02,2019,April,1,,1,,,1,,"Central America","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.418722 31.760028)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP00404,2019.MMP00404,Incident,"Central America",2019-04-03,2019,April,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",,"Road towards Comunidad Estación La Colorada, near the municipality of Villa de Cos, Zacatecas, Mexico","Zacatecas Online","POINT (-102.337369154 23.260560932)","Central America","Muere migrante salvadoreño en carretera de Villa de Cos",1,http://bit.ly/2IcH2nB
2019.MMP00405,2019.MMP00405,Incident,"Southern Asia",2019-04-03,2019,April,2,,2,18,,2,,"Southern Asia",Violence,"Afghanistan to Iran","Near Saravan border crossing point, Sistan and Baluchestan, Iran","The Afghanistan Times, BBC Arabic","POINT (62.38923041 27.346667453)","Southern Asia","Two Afghans killed, 18 wounded by Iranian border guards",3,http://bit.ly/2Z6sM5Y https://bbc.in/2VirKpe
2019.MMP00406,2019.MMP00406,Incident,"North America",2019-04-05,2019,April,1,,1,11,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport","US-Mexico border crossing","Died in hospital in Laredo, Webb County, Texas, USA - after car pursuit in Highway 83 south of Río Bravo","Zócalo, Diario de México","POINT (-99.480615395 27.425562771)","Northern America","Un migrante muerto y 11 detenidos tras persecución en Texas",3,https://t1p.de/49vv https://t1p.de/d7il
2019.MMP00407,2019.MMP00407,Incident,"Central America",2019-04-05,2019,April,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,"US-Mexico border crossing","Río Bravo, near ""El Patinadero"", Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, Monitoreo Laredo","POINT (-99.481873324 27.476619775)","Central America","Rescatan cuerpo de ahogado en el río Bravo en Nuevo Laredo",3,https://t1p.de/tu5l https://t1p.de/na80
2019.MMP00408,2019.MMP00408,Incident,"Western Asia",2019-04-05,2019,April,1,,1,3,1,,,"Western Asia",Violence,"Syria to Turkey","Syria-Turkey border, near Bab al-Hawa, Aleppo, Syria","The New Arab, Syrian Observatory for Human Rights","POINT (36.687511302 36.239751185)","Western Asia","Nine-year-old Syrian refugee girl shot dead by Turkish border police",4,http://bit.ly/2WSg4pp http://www.syriahr.com/en/?p=123486
2019.MMP00409,2019.MMP00409,Incident,"Eastern Africa",2019-04-05,2019,April,1,,1,,,1,,"Eastern Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",,"Dhobley, Afmadow District, Lower Juba, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (42.329444 2.5)","Eastern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00410,2019.MMP00410,Incident,"North America",2019-04-06,2019,April,1,,1,,,1,,"Central America","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-109.16429 31.56635)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP00411,2019.MMP00411,Incident,"North America",2019-04-06,2019,April,2,,2,9,,,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport","US-Mexico border crossing","Near mile marker 131 on Highway 9, Doña Ana County, New Mexico, USA","US Border Patrol","POINT (-106.799261943 31.813108233)","Northern America","El Paso Border Patrol Agents Apprehend Nine in Vehicle that Failed to Yield in New Mexico, Two Ejected Aliens Died, Driver Arrested",5,https://t1p.de/k5fl
2019.MMP00412,2019.MMP00412,Incident,Mediterranean,2019-04-06,2019,April,1,,1,,,,1,"Western / Southern Asia (P)",Drowning,"Eastern Mediterranean","Body recovered on Afantou beach, Rhodes, Greece","Ekathimerini, Hellenic Coast Guard via IOM Greece","POINT (28.186812824 36.287447264)",Uncategorized,"3 bodies found on Rhodes beaches over the weekend",5,https://t1p.de/sotl
2019.MMP00413,2019.MMP00413,Incident,"Western Africa",2019-04-07,2019,April,1,,1,,1,,1,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-8.023181 12.699137)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00414,2019.MMP00414,Incident,"Western Africa",2019-04-07,2019,April,3,,3,,1,1,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Sikasso, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-5.665146 11.349313)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00415,2019.MMP00415,Incident,Mediterranean,2019-04-07,2019,April,2,,2,,,,2,"Western / Southern Asia (P)",Drowning,"Eastern Mediterranean","One body recovered on Afantou beach, another recovered on Faliraki beach, Rhodes, Greece","Ekathimerini, Hellenic Coast Guard via IOM Greece","POINT (28.199649284 36.305288576)",Uncategorized,"3 bodies found on Rhodes beaches over the weekend",5,https://t1p.de/sotl
2019.MMP00416,2019.MMP00416,Incident,"Central America",2019-04-07,2019,April,1,,1,,,1,1,"Central America","Vehicle accident / death linked to hazardous transport",,"Train tracks near Comunidad Aragón, municipality of Nopala de Villagrán, Hidalgo, Mexico",Excelsior,"POINT (-99.662936105 20.249934739)","Central America","Niño migrante muere arrollado por ferrocarril en Hidalgo",1,https://t1p.de/vlgb
2019.MMP00417,2019.MMP00417,Incident,Mediterranean,2019-04-07,2019,April,1,,1,41,,,1,"Western Asia","Mixed or unknown","Eastern Mediterranean","Found on boat off the coast of Dikili, İzmir province, Turkey","IOM Turkey","POINT (26.81809301 39.081226158)",Uncategorized,,4,https://twitter.com/IOMturkey/status/1115234536835690496
2019.MMP00418,2019.MMP00418,Incident,"Western Africa",2019-04-07,2019,April,1,,1,,1,,1,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-8.023181 12.699137)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00419,2019.MMP00419,Incident,"Western Africa",2019-04-07,2019,April,3,,3,,1,1,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Sikasso, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-5.665146 11.349313)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00420,2019.MMP00420,Incident,"Eastern Africa",2019-04-07,2019,April,1,,1,3,,1,,"Eastern Africa",Violence,,"Near Village Hotel, Bosaso, Somalia  ","IOM Somalia","POINT (49.1768583 11.2697552)","Eastern Africa",,4,
2019.MMP00421,2019.MMP00421,Incident,"Eastern Africa",2019-04-07,2019,April,1,,1,,1,,,"Eastern Africa (P)",Violence,,"Unspecified location close to Bosaso, Somalia","IOM Somalia","POINT (49.1878994 11.2755407)","Eastern Africa",,4,
2019.MMP00422,2019.MMP00422,Incident,"North America",2019-04-08,2019,April,1,,1,1,,1,,"Central America",Drowning,"US-Mexico border crossing","Brair Canal, near Barbara Worth Road, Calexico, Imperial County, California, USA","La Crónica, NBC, Imperial County Coroner's Office","POINT (-115.449979362 32.679779166)","Northern America","Muere un migrante en canal de riego al cruzar a EU",5,http://bit.ly/2UNiSqh http://bit.ly/2UN5vGH
2019.MMP00423,2019.MMP00423,Incident,"Western Africa",2019-04-09,2019,April,11,,11,1,,,,"Sub-Saharan Africa (P)",Violence,,"Koro, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-3.082222 14.081062)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00424,2019.MMP00424,Incident,"Western Africa",2019-04-09,2019,April,11,,11,,1,1,,"Sub-Saharan Africa (P)",Violence,,"Koro, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-3.082222 14.081062)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00425,2019.MMP00425,Incident,"Western Africa",2019-04-10,2019,April,3,,3,,1,1,1,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-8.023181 12.699137)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00426,2019.MMP00426,Incident,"Western Africa",2019-04-10,2019,April,3,,3,1,,1,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-8.023181 12.699137)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00427,2019.MMP00427,Incident,"Western Africa",2019-04-10,2019,April,1,,1,,,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Kandi, Benin","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (2.929701 11.139841)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00428,2019.MMP00428,Incident,Mediterranean,2019-04-10,2019,April,,1,1,19,,,,"Northern Africa",Drowning,"Central Mediterranean","40 miles north of Zuwara, Libya","IOM Libya","POINT (12.252819237 33.396503389)",Uncategorized,,4,
2019.MMP00429,2019.MMP00429,Incident,"North America",2019-04-10,2019,April,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","David Escobar ranch located on County Road 401, southwest of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office, New York Times","POINT (-98.1844026 27.2164741)","Northern America","One of the Deadliest Places on the Southwest Border",5,https://nyti.ms/2IEcgF0
2019.MMP00430,2019.MMP00430,Incident,"North America",2019-04-10,2019,April,1,,1,,,1,,"Central America","Mixed or unknown","US-Mexico border crossing","Isabella ranch located on County Road 111, Brooks County, Texas, USA","Brooks County Sheriff's Office, New York Times","POINT (-98.1775638 27.170058)","Northern America","One of the Deadliest Places on the Southwest Border",5,https://nyti.ms/2IEcgF0
2019.MMP00431,2019.MMP00431,Incident,"North America",2019-04-10,2019,April,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.985583 32.277567)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP00432,2019.MMP00432,Incident,"Western Africa",2019-04-10,2019,April,3,,3,,,3,3,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Kidal, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (1.412171375 18.478291952)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00433,2019.MMP00433,Incident,"Central America",2019-04-11,2019,April,1,,1,,,1,,"Central America",Drowning,"US-Mexico border crossing","Río Bravo, near ""El Patinadero"", Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Monitoreo Laredo, Milenio","POINT (-99.482152274 27.476374406)","Central America","Muere ahogado el séptimo migrante en el río Bravo en NLD",3,http://bit.ly/2UvDsMF http://bit.ly/2Z7UKhJ http://bit.ly/2KzrDR0
2019.MMP00434,2019.MMP00434,Incident,"North America",2019-04-11,2019,April,1,,1,,,1,,"Central America",Drowning,"US-Mexico border crossing","Río Bravo, near Shelby Park, Eagle Pass, Maverick County, Texas, USA","Zócalo, US Border Patrol","POINT (-100.511306505 28.707883038)","Northern America","Rescatan cuerpo de migrante salvadoreño",5,http://bit.ly/2ZbviYx https://bit.ly/2W2fSny http://bit.ly/2GVzowF
2019.MMP00435,2019.MMP00435,Incident,"Western Africa",2019-04-12,2019,April,3,,3,,,,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Arbinda, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.863079 14.238281)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00436,2019.MMP00436,Incident,"Western Africa",2019-04-12,2019,April,2,,2,2,,,,"Sub-Saharan Africa (P)",Violence,,"Abobo, Côte d'Ivoire","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-4.026206 5.448645)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00437,2019.MMP00437,Incident,"Western Africa",2019-04-12,2019,April,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Dori, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.019604 14.040163)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00438,2019.MMP00438,Incident,"North America",2019-04-12,2019,April,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport","US-Mexico border crossing","Interstate highway I-10 East at Porfirio Diaz Street, near University of Texas at El Paso, El Paso, El Paso County, Texas, USA","Desaparecidos y sin reclamar en la frontera, El Paso Times, El Paso Times","POINT (-106.50243075 31.759988641)","Northern America",,4,http://bit.ly/313yNRE
2019.MMP00439,2019.MMP00439,Incident,"Western Africa",2019-04-12,2019,April,3,,3,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Arbinda, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.863079 14.238281)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00440,2019.MMP00440,Incident,"Western Africa",2019-04-12,2019,April,1,,1,,,1,1,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Dori, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.019604 14.040163)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00441,2019.MMP00441,Incident,"Western Asia",2019-04-12,2019,April,6,,6,,,6,,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Iran to Turkey","Bodies recovered near Başkale, Van, Turkey, on the border with Iran","CNN ","POINT (44.290931494 38.035736716)","Western Asia","Van'da 6 erkek cesedi bulundu",3,https://bit.ly/2W5slqq
2019.MMP00442,2019.MMP00442,Incident,"Central America",2019-04-13,2019,April,2,11,13,6,,1,6,"South America",Drowning,"US-Mexico border crossing","Río Bravo, near Colombia International Bridge, Nuevo Laredo, Tamaulipas, Mexico","El Telégrafo, Ecuavisa, La Voz Hispana, NY1 Noticias, Ecuadorinmediato","POINT (-99.5372 27.59712)","Central America","5 ecuatorianos fueron secuestrados por Los Zetas",3,https://bit.ly/2UEnUSd
2019.MMP00443,2019.MMP00443,Incident,Mediterranean,2019-04-14,2019,April,1,,1,51,,1,,"Western / Southern Asia (P)",Drowning,"Eastern Mediterranean","Off the coast of Karlovasi, Samos, Greece","Hellenic Coast Guard via IOM Greece, AFP","POINT (26.697766508 37.831638332)",Uncategorized,"Woman drowns as 92 migrants reach Greek island",5,http://hcg.gr/node/19964
2019.MMP00444,2019.MMP00444,Incident,Mediterranean,2019-04-14,2019,April,1,,1,,,,,Unknown,"Mixed or unknown","Central Mediterranean","Near Al Maya, Libya","IOM Libya","POINT (12.88458853 32.940642217)",Uncategorized,,4,
2019.MMP00445,2019.MMP00445,Incident,"Western Africa",2019-04-14,2019,April,2,,2,,2,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Between Mopti, Mali and Ouagadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-2.846229 13.862063)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00446,2019.MMP00446,Incident,"Western Africa",2019-04-14,2019,April,6,,6,,,6,1,"Sub-Saharan Africa (P)",Violence,"Sahara Desert crossing","Arbinda, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.863079 14.238281)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00447,2019.MMP00447,Incident,"Western Africa",2019-04-14,2019,April,2,,2,,1,1,,"Sub-Saharan Africa (P)","Mixed or unknown",,"Abidjan, Côte d'Ivoire","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-3.995437 5.446192)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00448,2019.MMP00448,Incident,"Western Africa",2019-04-14,2019,April,1,,1,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown",,"Ouagadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-1.520122 12.432517)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00449,2019.MMP00449,Incident,"Western Africa",2019-04-14,2019,April,1,,1,,1,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Cotonou, Benin","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (2.396174115 6.484370298)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00450,2019.MMP00450,Incident,"Western Africa",2019-04-14,2019,April,1,,1,,,1,1,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Kumasi, Ghana","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-1.660068162 7.006736497)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00451,2019.MMP00451,Incident,"Western Africa",2019-04-14,2019,April,1,,1,,1,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Ouagadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-1.520122 12.432517)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00452,2019.MMP00452,Incident,"Western Africa",2019-04-14,2019,April,2,,2,,2,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Arbinda, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.860624 14.22495)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00453,2019.MMP00453,Incident,"Western Africa",2019-04-14,2019,April,2,,2,,2,,,"Sub-Saharan Africa (P)",Violence,,"Abobo, Ivory Coast","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-4.039775 5.430734)","Western Africa",,2,http://www.mixedmigration.org/4mi/
